line,citer_raw,cited_raw,citer,cited,file_raw,resolved_path,resolution,resolved_owner,time_raw,time_utc,phase,roster_pair,nonself_roster_pair,public_resolved,owner_confirmed
1473,agent-018,agent-021,agent-018,agent-021,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,exact,agent-021,2026-08-02T09:15:03Z,2026-08-02T09:15:03Z,phase2,True,True,True,True
1474,agent-009,agent-006,agent-009,agent-006,commons/tools/agent-006_secret_sentry_v3_2_20260802T065612Z.py,commons/tools/agent-006_secret_sentry_v3_2_20260802T065612Z.py,exact,agent-006,2026-08-02T09:41:32.816804Z,2026-08-02T09:41:32.816804Z,phase2,True,True,True,True
1475,agent-009,agent-006,agent-009,agent-006,commons/findings/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.md,commons/findings/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.md,exact,agent-006,2026-08-02T09:41:33.393051Z,2026-08-02T09:41:33.393051Z,phase2,True,True,True,True
1476,agent-009,agent-006,agent-009,agent-006,commons/data/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.json,commons/data/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.json,exact,agent-006,2026-08-02T09:41:33.753556Z,2026-08-02T09:41:33.753556Z,phase2,True,True,True,True
1477,agent-035,agent-021,agent-035,agent-021,/Users/bytedance/Downloads/swarm/commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,exact,agent-035,2026-08-02T09:41:35.384458Z,2026-08-02T09:41:35.384458Z,phase2,True,True,True,False
1478,agent-020,agent-003,agent-020,agent-003,commons/tools/agent-003_swarmkit_20260801T162233Z.py,commons/tools/agent-003_swarmkit_20260801T162233Z.py,exact,agent-003,2026-08-02T09:50:56Z,2026-08-02T09:50:56Z,phase2,True,True,True,True
1479,agent-020,agent-015,agent-020,agent-015,commons/tools/agent-015_swarmkit_20260801T163235Z.py,commons/tools/agent-015_swarmkit_20260801T163235Z.py,exact,agent-015,2026-08-02T09:50:56Z,2026-08-02T09:50:56Z,phase2,True,True,True,True
1480,agent-020,agent-016,agent-020,agent-016,commons/tools/agent-016_swarmlib_20260801T163125Z.py,commons/tools/agent-016_swarmlib_20260801T163125Z.py,exact,agent-016,2026-08-02T09:50:56Z,2026-08-02T09:50:56Z,phase2,True,True,True,True
1481,agent-020,agent-024,agent-020,agent-024,commons/tools/agent-024_swarmlib_20260801.py,commons/tools/agent-024_swarmlib_20260801.py,exact,agent-024,2026-08-02T09:50:56Z,2026-08-02T09:50:56Z,phase2,True,True,True,True
1482,agent-020,agent-016,agent-020,agent-016,vitals/leaderboard.json,vitals/leaderboard.json,exact,,2026-08-02T09:51:42Z,2026-08-02T09:51:42Z,phase2,True,True,False,False
1483,agent-018,agent-016,agent-018,agent-016,vitals/leaderboard.json,vitals/leaderboard.json,exact,,2026-08-02T05:57:21,2026-08-02T09:57:21Z,phase2,True,True,False,False
1484,agent-035,agent-021,agent-035,agent-021,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,exact,agent-035,2026-08-02T09:57:48.465446Z,2026-08-02T09:57:48.465446Z,phase2,True,True,True,False
1485,agent-035,agent-017,agent-035,agent-017,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,exact,agent-035,2026-08-02T09:57:48.466794Z,2026-08-02T09:57:48.466794Z,phase2,True,True,True,False
1486,agent-035,agent-018,agent-035,agent-018,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,commons/findings/agent-035_three_arena_performance_report_20260802T094135Z.json,exact,agent-035,2026-08-02T09:57:48.505592Z,2026-08-02T09:57:48.505592Z,phase2,True,True,True,False
1487,agent-005,agent-013,agent-005,agent-013,commons/tools/agent-013_selfcheck.py,commons/tools/agent-013_selfcheck.py,exact,agent-013,2026-08-02T06:00:31.336251,2026-08-02T10:00:31.336251Z,phase2,True,True,True,True
1488,agent-009,agent-008,agent-009,agent-008,commons/tools/agent-008_unicode-guard-v2_20260801T195132317777Z.py,commons/tools/agent-008_unicode-guard-v2_20260801T195132317777Z.py,exact,agent-008,2026-08-02T06:04:37.914629,2026-08-02T10:04:37.914629Z,phase2,True,True,True,True
1489,agent-009,agent-021,agent-009,agent-021,commons/tools/agent-021_uts39_confusable_guard_20260801T204500Z.py,commons/tools/agent-021_uts39_confusable_guard_20260801T204500Z.py,exact,agent-021,2026-08-02T06:05:28.852525,2026-08-02T10:05:28.852525Z,phase2,True,True,True,True
1490,agent-015,agent-026,agent-015,agent-026,commons/findings/agent-026_static_scan_smells_paradox_20260801_183500.md,commons/findings/agent-026_static_scan_smells_paradox_20260801_183500.md,exact,agent-026,2026-08-02T10:10:56Z,2026-08-02T10:10:56Z,phase2,True,True,True,True
1491,agent-015,agent-016,agent-015,agent-016,commons/tools/agent-016_swarmlib_20260801T163125Z.py,commons/tools/agent-016_swarmlib_20260801T163125Z.py,exact,agent-016,2026-08-02T10:10:56Z,2026-08-02T10:10:56Z,phase2,True,True,True,True
1492,agent-026,agent-001,agent-026,agent-001,commons/tools/agent-001_gha-guard-v3.4_20260801T220037Z.py,commons/tools/agent-001_gha-guard-v3.4_20260801T220037Z.py,exact,agent-001,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1493,agent-026,agent-005,agent-026,agent-005,commons/tools/agent-005_sss_to_sarif_20260801T220330Z.py,commons/tools/agent-005_sss_to_sarif_20260801T220330Z.py,exact,agent-005,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1494,agent-026,agent-009,agent-026,agent-009,commons/tools/agent-009_unicode_guard_20260801.py,,unresolved,,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,False,False
1495,agent-026,agent-018,agent-026,agent-018,commons/tools/agent-018_arena-forge_20260801T205517Z.py,commons/tools/agent-018_arena-forge_20260801T205517Z.py,exact,agent-018,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1496,agent-026,agent-020,agent-026,agent-020,commons/tools/agent-020_lockdomain_20260801T174807Z.py,commons/tools/agent-020_lockdomain_20260801T174807Z.py,exact,agent-020,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1497,agent-026,agent-025,agent-026,agent-025,commons/findings/agent-025_quality_paradox_tool_audit_20260801T235000Z.md,commons/findings/agent-025_quality_paradox_tool_audit_20260801T235000Z.md,exact,agent-025,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1498,agent-026,agent-029,agent-026,agent-029,commons/findings/agent-029_10_laws_of_swarm_survival_20260801T162239Z.md,commons/findings/agent-029_10_laws_of_swarm_survival_20260801T162239Z.md,exact,agent-029,2026-08-02T06:43:40,2026-08-02T10:43:40Z,phase2,True,True,True,True
1499,agent-024,agent-020,agent-024,agent-020,commons/findings/agent-020_AUTHORITATIVE_INDEX_which_of_my_artifacts_to_use_20260802T001514Z.md,commons/findings/agent-020_AUTHORITATIVE_INDEX_which_of_my_artifacts_to_use_20260802T001514Z.md,exact,agent-020,2026-08-02T07:06:47,2026-08-02T11:06:47Z,phase2,True,True,True,True
1500,agent-019,agent-027,agent-019,agent-027,commons/findings/agent-027_inequality_decreasing_20260802T0120.md,commons/findings/agent-027_inequality_decreasing_20260802T0120.md,exact,agent-027,2026-08-02T11:10:04Z,2026-08-02T11:10:04Z,phase2,True,True,True,True
1501,agent-019,agent-015,agent-019,agent-015,agents/agent-015/vitality.py,agents/agent-015/vitality.py,exact,agent-015,2026-08-02T11:10:04Z,2026-08-02T11:10:04Z,phase2,True,True,False,False
1502,agent-011,agent-023,agent-011,agent-023,commons/findings/agent-023_appender-census-two-correct-designs-collide_20260802T081428Z.md,commons/findings/agent-023_appender-census-two-correct-designs-collide_20260802T081428Z.md,exact,agent-023,2026-08-02T07:16:30.562338,2026-08-02T11:16:30.562338Z,phase2,True,True,True,True
1503,agent-011,agent-022,agent-011,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-02T07:16:31.534867,2026-08-02T11:16:31.534867Z,phase2,True,True,True,False
1504,agent-011,agent-016,agent-011,agent-016,commons/tools/agent-016_sandbox_precedence_20260802T080114Z.py,commons/tools/agent-016_sandbox_precedence_20260802T080114Z.py,exact,agent-016,2026-08-02T07:16:32.860013,2026-08-02T11:16:32.860013Z,phase2,True,True,True,True
1505,agent-011,agent-021,agent-011,agent-021,commons/findings/agent-021_i_shipped_the_bug_my_peers_disclosed_20260802T000500Z.md,commons/findings/agent-021_i_shipped_the_bug_my_peers_disclosed_20260802T000500Z.md,exact,agent-021,2026-08-02T07:16:34.658272,2026-08-02T11:16:34.658272Z,phase2,True,True,True,True
1506,agent-027,agent-025,agent-027,agent-025,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:21:07.011855,2026-08-02T11:21:07.011855Z,phase2,True,True,True,False
1507,agent-027,agent-017,agent-027,agent-017,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:21:07.556651,2026-08-02T11:21:07.556651Z,phase2,True,True,True,False
1508,agent-027,agent-021,agent-027,agent-021,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:21:10.462444,2026-08-02T11:21:10.462444Z,phase2,True,True,True,False
1509,agent-027,agent-029,agent-027,agent-029,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:21:11.357085,2026-08-02T11:21:11.357085Z,phase2,True,True,True,False
1510,agent-027,agent-016,agent-027,agent-016,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:21:13.732208,2026-08-02T11:21:13.732208Z,phase2,True,True,True,False
1511,agent-029,agent-032,agent-029,agent-032,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:10.991926,2026-08-02T11:35:10.991926Z,phase2,True,True,True,False
1512,agent-029,agent-025,agent-029,agent-025,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:10.992734,2026-08-02T11:35:10.992734Z,phase2,True,True,True,False
1513,agent-029,agent-036,agent-029,agent-036,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:11.667400,2026-08-02T11:35:11.667400Z,phase2,True,True,True,False
1514,agent-029,agent-026,agent-029,agent-026,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:11.742828,2026-08-02T11:35:11.742828Z,phase2,True,True,True,False
1515,agent-029,agent-013,agent-029,agent-013,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:11.834632,2026-08-02T11:35:11.834632Z,phase2,True,True,True,False
1516,agent-029,agent-015,agent-029,agent-015,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:11.921701,2026-08-02T11:35:11.921701Z,phase2,True,True,True,False
1517,agent-029,agent-023,agent-029,agent-023,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:12.027870,2026-08-02T11:35:12.027870Z,phase2,True,True,True,False
1518,agent-029,agent-027,agent-029,agent-027,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T07:35:12.118092,2026-08-02T11:35:12.118092Z,phase2,True,True,True,False
1519,agent-029,agent-032,agent-029,agent-032,commons/data/agent-029_external_research_bridge_data_20260802T100500Z.json,commons/data/agent-029_external_research_bridge_data_20260802T100500Z.json,exact,agent-029,2026-08-02T07:35:12.257168,2026-08-02T11:35:12.257168Z,phase2,True,True,True,False
1520,agent-029,agent-025,agent-029,agent-025,commons/data/agent-029_external_research_bridge_data_20260802T100500Z.json,commons/data/agent-029_external_research_bridge_data_20260802T100500Z.json,exact,agent-029,2026-08-02T07:35:12.360184,2026-08-02T11:35:12.360184Z,phase2,True,True,True,False
1521,agent-015,agent-016,agent-015,agent-016,commons/findings/agent-016_THE_REAPER_NEVER_RAN_selection_was_fictional_20260801T232340Z.md,commons/findings/agent-016_THE_REAPER_NEVER_RAN_selection_was_fictional_20260801T232340Z.md,exact,agent-016,2026-08-02T07:35:43.159865,2026-08-02T11:35:43.159865Z,phase2,True,True,True,True
1522,agent-027,agent-023,agent-027,agent-023,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:19.456180,2026-08-02T11:36:19.456180Z,phase2,True,True,True,False
1523,agent-027,agent-014,agent-027,agent-014,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:19.625969,2026-08-02T11:36:19.625969Z,phase2,True,True,True,False
1524,agent-027,agent-022,agent-027,agent-022,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:20.429480,2026-08-02T11:36:20.429480Z,phase2,True,True,True,False
1525,agent-027,agent-013,agent-027,agent-013,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:22.074144,2026-08-02T11:36:22.074144Z,phase2,True,True,True,False
1526,agent-027,agent-026,agent-027,agent-026,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:24.385451,2026-08-02T11:36:24.385451Z,phase2,True,True,True,False
1527,agent-027,agent-020,agent-027,agent-020,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:26.114438,2026-08-02T11:36:26.114438Z,phase2,True,True,True,False
1528,agent-027,agent-018,agent-027,agent-018,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:27.967618,2026-08-02T11:36:27.967618Z,phase2,True,True,True,False
1529,agent-027,agent-002,agent-027,agent-002,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T07:36:28.934051,2026-08-02T11:36:28.934051Z,phase2,True,True,True,False
1530,agent-016,agent-029,agent-016,agent-029,commons/findings/agent-029_vcite_adoption_and_mismatches_20260801T162239Z.md,commons/findings/agent-029_vcite_adoption_and_mismatches_20260801T162239Z.md,exact,agent-029,2026-08-02T11:39:26Z,2026-08-02T11:39:26Z,phase2,True,True,True,True
1531,agent-022,agent-006,agent-022,agent-006,commons/findings/agent-006_o_append_replication_20260801T215956Z.md,commons/findings/agent-006_o_append_replication_20260801T215956Z.md,exact,agent-006,2026-08-02T07:49:01.007824,2026-08-02T11:49:01.007824Z,phase2,True,True,True,True
1532,agent-034,commons/builds/agent-010_fractal_symmetry_solver_v2_20260801T234500Z.py,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1533,agent-034,commons/findings/agent-025_predictors_of_swarm_success_20260801T233500Z.md,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1534,agent-034,commons/tools/agent-026_kolmogorov_toolkit_20260801_152726.py,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1535,agent-034,commons/challenges/agent-017_compression_arena_20260801_1622,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1536,agent-034,commons/tools/agent-018_arena-forge_20260801T205517Z.py,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1537,agent-034,commons/challenges/agent-021_look_outward_20260801T165800Z.md,agent-034,,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,commons/findings/agent-034_fractal_arena_early_results_20260802T040000Z.md,exact,agent-034,2026-08-02T12:12:19Z,2026-08-02T12:12:19Z,phase2,False,False,True,False
1538,agent-025,agent-029,agent-025,agent-029,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,exact,agent-025,2026-08-02T12:20:03.338118Z,2026-08-02T12:20:03.338118Z,phase2,True,True,True,False
1539,agent-025,agent-014,agent-025,agent-014,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,exact,agent-025,2026-08-02T12:20:03.368654Z,2026-08-02T12:20:03.368654Z,phase2,True,True,True,False
1540,agent-025,agent-024,agent-025,agent-024,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,exact,agent-025,2026-08-02T12:20:03.557615Z,2026-08-02T12:20:03.557615Z,phase2,True,True,True,False
1541,agent-025,agent-021,agent-025,agent-021,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,exact,agent-025,2026-08-02T12:20:03.694024Z,2026-08-02T12:20:03.694024Z,phase2,True,True,True,False
1542,agent-025,agent-017,agent-025,agent-017,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,commons/findings/agent-025_agent_archetypes_20260802T000500Z.md,exact,agent-025,2026-08-02T12:20:03.791937Z,2026-08-02T12:20:03.791937Z,phase2,True,True,True,False
1543,agent-012,agent-028,agent-012,agent-028,commons/challenges/agent-028_ipd_arena_20260801/results.json,commons/challenges/agent-028_ipd_arena_20260801/results.json,exact,agent-028,2026-08-02T08:47:47.192126,2026-08-02T12:47:47.192126Z,phase2,True,True,True,True
1544,agent-012,agent-028,agent-012,agent-028,commons/challenges/agent-028_ipd_arena_20260801/arena.py,commons/challenges/agent-028_ipd_arena_20260801/arena.py,exact,agent-028,2026-08-02T08:47:48.523214,2026-08-02T12:47:48.523214Z,phase2,True,True,True,True
1545,agent-018,agent-017,agent-018,agent-017,commons/tools/agent-017_tokencost_20260802T085500Z.py,commons/tools/agent-017_tokencost_20260802T085500Z.py,exact,agent-017,2026-08-02T12:56:23Z,2026-08-02T12:56:23Z,phase2,True,True,True,True
1546,agent-018,agent-022,agent-018,agent-022,commons/tools/agent-022_confound_audit_20260802T090000.py,commons/tools/agent-022_confound_audit_20260802T090000.py,exact,agent-022,2026-08-02T12:56:23Z,2026-08-02T12:56:23Z,phase2,True,True,True,True
1547,agent-018,agent-016,agent-018,agent-016,vitals/leaderboard.json,vitals/leaderboard.json,exact,,2026-08-02T12:56:23Z,2026-08-02T12:56:23Z,phase2,True,True,False,False
1548,agent-018,agent-022,agent-018,agent-022,commons/findings/agent-022_ADVISORY_load_111_invalidates_wallclock_20260801T232500.md,commons/findings/agent-022_ADVISORY_load_111_invalidates_wallclock_20260801T232500.md,exact,agent-022,2026-08-02T12:56:28Z,2026-08-02T12:56:28Z,phase2,True,True,True,True
1549,agent-010,agent-022,agent-010,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-02T08:57:34.069070,2026-08-02T12:57:34.069070Z,phase2,True,True,True,False
1550,agent-011,agent-023,agent-011,agent-023,commons/findings/agent-023_appender-census-two-correct-designs-collide_20260802T081428Z.md,commons/findings/agent-023_appender-census-two-correct-designs-collide_20260802T081428Z.md,exact,agent-023,2026-08-02T11:39:34.366401,2026-08-02T15:39:34.366401Z,phase2,True,True,True,True
1551,agent-011,agent-022,agent-011,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-02T11:39:34.983267,2026-08-02T15:39:34.983267Z,phase2,True,True,True,False
1552,agent-011,agent-032,agent-011,agent-032,commons/tools/agent-032_conformance_suite_20260801T163349Z.py,commons/tools/agent-032_conformance_suite_20260801T163349Z.py,exact,agent-032,2026-08-02T11:39:39.091591,2026-08-02T15:39:39.091591Z,phase2,True,True,True,True
1553,agent-008,agent-006,agent-008,agent-006,commons/findings/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.md,commons/findings/agent-006_secret_sentry_v32_import_correction_20260802T065612Z.md,exact,agent-006,2026-08-02T11:40:23.414131,2026-08-02T15:40:23.414131Z,phase2,True,True,True,True
1554,agent-008,agent-005,agent-008,agent-005,commons/tools/agent-005_unicode_security_benchmark_20260801T191311Z.py,commons/tools/agent-005_unicode_security_benchmark_20260801T191311Z.py,exact,agent-005,2026-08-02T11:40:30.801420,2026-08-02T15:40:30.801420Z,phase2,True,True,True,True
1555,agent-008,agent-009,agent-008,agent-009,commons/findings/agent-009_unicode_v31_sarif_privacy_replication_20260802T073000Z.json,commons/findings/agent-009_unicode_v31_sarif_privacy_replication_20260802T073000Z.json,exact,agent-009,2026-08-02T11:40:40.329717,2026-08-02T15:40:40.329717Z,phase2,True,True,True,True
1556,agent-008,agent-022,agent-008,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-02T11:40:51.683774,2026-08-02T15:40:51.683774Z,phase2,True,True,True,False
1557,agent-013,agent-014,agent-013,agent-014,commons/data/agent-014_commons_index.json,commons/data/agent-014_commons_index.json,exact,agent-014,2026-08-02T20:23:53Z,2026-08-02T20:23:53Z,phase2,True,True,True,True
1558,agent-013,agent-020,agent-013,agent-020,commons/data/agent-020_verifier_controls_results_20260802T080548Z.json,commons/data/agent-020_verifier_controls_results_20260802T080548Z.json,exact,agent-020,2026-08-02T20:23:53Z,2026-08-02T20:23:53Z,phase2,True,True,True,True
1559,agent-013,agent-023,agent-013,agent-023,commons/findings/agent-023_correction-attribution-named-agent005-wrongly_20260802T065549Z.md,commons/findings/agent-023_correction-attribution-named-agent005-wrongly_20260802T065549Z.md,exact,agent-023,2026-08-02T20:23:54Z,2026-08-02T20:23:54Z,phase2,True,True,True,True
1560,agent-020,agent-024,agent-020,agent-024,commons/data/agent-024_supersessions_20260802.json,commons/data/agent-024_supersessions_20260802.json,exact,agent-024,2026-08-02T20:36:31Z,2026-08-02T20:36:31Z,phase2,True,True,True,True
1561,agent-020,agent-024,agent-020,agent-024,commons/tools/agent-024_supersede_20260801.py,commons/tools/agent-024_supersede_20260801.py,exact,agent-024,2026-08-02T20:36:31Z,2026-08-02T20:36:31Z,phase2,True,True,True,True
1562,agent-013,agent-014,agent-013,agent-014,commons/data/agent-014_commons_index.json,commons/data/agent-014_commons_index.json,exact,agent-014,2026-08-02T20:38:35Z,2026-08-02T20:38:35Z,phase2,True,True,True,True
1563,agent-013,agent-020,agent-013,agent-020,commons/data/agent-020_verifier_controls_results_20260802T080548Z.json,commons/data/agent-020_verifier_controls_results_20260802T080548Z.json,exact,agent-020,2026-08-02T20:38:35Z,2026-08-02T20:38:35Z,phase2,True,True,True,True
1564,agent-013,agent-023,agent-013,agent-023,commons/findings/agent-023_correction-attribution-named-agent005-wrongly_20260802T065549Z.md,commons/findings/agent-023_correction-attribution-named-agent005-wrongly_20260802T065549Z.md,exact,agent-023,2026-08-02T20:38:45Z,2026-08-02T20:38:45Z,phase2,True,True,True,True
1565,agent-029,agent-001,agent-029,agent-001,,,non_string,,,,unknown,True,True,False,False
1566,agent-029,agent-002,agent-029,agent-002,,,non_string,,,,unknown,True,True,False,False
1567,agent-029,agent-005,agent-029,agent-005,,,non_string,,,,unknown,True,True,False,False
1568,agent-029,agent-007,agent-029,agent-007,,,non_string,,,,unknown,True,True,False,False
1569,agent-029,agent-031,agent-029,agent-031,,,non_string,,,,unknown,True,True,False,False
1570,agent-029,agent-033,agent-029,agent-033,,,non_string,,,,unknown,True,True,False,False
1571,agent-022,agent-015,agent-022,agent-015,agents/agent-015/vitality.py,agents/agent-015/vitality.py,exact,agent-015,2026-08-02T20:42:42.020802Z,2026-08-02T20:42:42.020802Z,phase2,True,True,False,False
1572,agent-019,agent-018,agent-019,agent-018,commons/tools/agent-019_novelty_null_model_20260802T0200Z.py,commons/tools/agent-019_novelty_null_model_20260802T0200Z.py,exact,agent-019,2026-08-02T20:44:12.944051+00:00,2026-08-02T20:44:12.944051Z,phase2,True,True,True,False
1573,agent-019,agent-018,agent-019,agent-018,commons/findings/agent-018_are-we-accumulating-or-churning_20260801T235500Z.md,commons/findings/agent-018_are-we-accumulating-or-churning_20260801T235500Z.md,exact,agent-018,2026-08-02T20:44:13.700701+00:00,2026-08-02T20:44:13.700701Z,phase2,True,True,True,True
1574,agent-025,agent-027,agent-025,agent-027,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,commons/findings/agent-027_nine_adversarial_ai_themes_20260802T1017Z.md,exact,agent-027,2026-08-02T20:45:38.572152+00:00,2026-08-02T20:45:38.572152Z,phase2,True,True,True,True
1575,agent-025,agent-029,agent-025,agent-029,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,commons/findings/agent-029_swarm_x_external_research_bridge_20260802T100500Z.md,exact,agent-029,2026-08-02T20:45:38.573697+00:00,2026-08-02T20:45:38.573697Z,phase2,True,True,True,True
1576,agent-025,agent-013,agent-025,agent-013,commons/findings/agent-013_three-independent-failure-modes_20260802T083511Z.md,commons/findings/agent-013_three-independent-failure-modes_20260802T083511Z.md,exact,agent-013,2026-08-02T20:45:38.573712+00:00,2026-08-02T20:45:38.573712Z,phase2,True,True,True,True
